venue_name,venue_type,address,city,phone,website,fish,price_low,price_high,sides,hours,all_you_can_eat,takeout,tier,description,photo_url,menu_url,featured_this_week,editor_note,active
Staszak's Bar,bar,5313 Bevent Dr,Hatley,715-446-3017,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. THE Bevent-area tavern - Bevent Drive, Town of Bevent, Hatley mailing address. In business since 1969. Directory listings only; no menu or fry confirmation. Bevent has essentially no other licensed tavern online, so this is the one to call for that community.",FALSE
Straight Home Bar & Grill,bar,9208 Main St,Elderon,715-454-6278,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Southeast Marathon County. Travel Wisconsin lists fish fry as a cuisine type; county best-of finalist for bar food, Bloody Mary and Fish; voted best burger in the area. Species and hours not sourced.",FALSE
Tangle Horn,bar,W18225 Eland Rd,Eland,715-253-2626,https://www.facebook.com/p/Tangle-Horn-61567814005596/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Shawano). Bar and grill with taxidermy, pool tables, horseshoe pit. Known for the Lotsa Mottza pizza. No fish fry mention found anywhere - needs a call.",FALSE
The Cellar Sports Bar & Grill,bar,305 N 3rd Ave,Stratford,715-391-1024,https://www.facebook.com/TheCellarSportsBar/,haddock,10,20,,Fri 11AM-11PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Historic building with a repurposed underground bowling alley - good photo/description hook for a paid listing. Weekly Friday fry, haddock dinners praised.",FALSE
The Dancy Line,bar,200431 Brooks Rd,Mosinee,715-457-2439,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Tavern in Dancy, TOWN OF KNOWLTON - one of few Knowlton-proper venues besides Knowlton House Distillery. No kitchen confirmed either way. Worth a call.",FALSE
The Dugout,bar,N2472 County Rd K,Merrill,715-536-8870,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Lincoln). Appears on a Yelp-derived roundup of Merrill fish fry spots but nothing confirms it directly. Address/phone from the Merrill Chamber directory.,FALSE
The Little Corner Bar & Grill,bar,206484 County Hwy M,Stratford,715-221-0333,https://www.facebook.com/p/The-Little-Corner-Bar-Grill-61571065763149/,cod,10,20,,Fri 8AM-10PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. All-day breakfast plus bar. Reviews cite BAKED cod fish fry dinners Fridays - ask whether fried cod is also offered, since baked-only is unusual.",FALSE
The Rail Trail,bar,3780 Redwood St,Fenwood,715-352-2690,https://www.facebook.com/p/The-Rail-Trail-61578033472884/,"walleye, cod",10,20,,Fri 11AM-Close,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Tavern League member and the only bar/grill found in Fenwood. Fry starts 11AM Friday, choice of cod or walleye. Also breakfast, subs, pizza, burgers. Not the same as 'The Rail Trail Cafe' in Ogema.",FALSE
The Shack,bar,C1898 Balsam Rd,Stratford,715-687-2263,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Small rural tavern near Balsam Rd and County Rd M. Aggregator mentions fish fry but not tied to Friday. Multiple sources warn hours are limited and inconsistent - call before listing.,FALSE
Thunderbird Bar,bar,1217 Western Ave,Mosinee,715-692-2473,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. In-town Mosinee bar, 20 taps, serves burgers and pizza. Has a kitchen but no fish fry mentioned anywhere.",FALSE
Tim's North Side,bar,102 E Adams St,Colby,715-223-4447,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. OUTSIDE MARATHON COUNTY (Clark (Colby straddles)). Only signal is the crowdsourced Clark guide; WiscoBars categorizes it as bar & grill so it does serve food.,FALSE
Trucks Place Restaurant,restaurant,383 US Highway 45,Birnamwood,715-449-3829,,haddock,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,CANDIDATE - verify before activating. OUTSIDE MARATHON COUNTY (Shawano). Diner-style family restaurant; directories list Fish Fry as a category and reviewers praise the baked haddock. FRIDAY-SPECIFIC DAY NOT CONFIRMED - verify before publishing.,FALSE
Uncommon Pints,bar,27 Brown Blvd,Rothschild,715-298-1671,,cod,10,20,,Fri 3PM-11PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Craft taproom in an old bank, 4.9 stars. Food from a rotating food truck, not an in-house kitchen - traditional fry unlikely.",FALSE
Weiks' Pub & Grill,bar,231745 County Rd S,Edgar,715-443-3487,https://www.facebook.com/p/Weiks-Pub-Grill-100071774959894/,cod,10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Rural tavern on County Rd S with an Edgar mailing address - physically in the Rib Falls/Berlin township area, so effectively the Rib Falls fish fry. Known for fish & chips; Wednesday fish wrap special.",FALSE
White Tail Bar,bar,2106 County Road C,Mosinee,,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. FISH FRY NOT CONFIRMED - call first. Country bar with bar games. No food info, no phone sourced. Same County Rd C stretch as Z Place 2 Be.",FALSE
Z Place 2 Be,bar,155835 County Road C,Mosinee,715-693-0008,,cod,10,20,,Fri 11AM-10PM,FALSE,FALSE,free,,,,FALSE,"CANDIDATE - verify before activating. Country bar known for Friday fish fries, home-cooked by owner Zena. ADDRESS CONFLICT: Yelp says 2103 County Rd C, WiscoBars/Restaurantji say 155835 County Rd C - verify before geocoding. Closed Mon-Wed.",FALSE
