venue_name,venue_type,address,city,phone,website,fish,price_low,price_high,sides,hours,all_you_can_eat,takeout,tier,description,photo_url,menu_url,featured_this_week,editor_note,active
Schmitty's On Main,restaurant,436 Hewett St,Neillsville,715-743-3750,,cod,10,20,,Fri 7AM-8PM,FALSE,FALSE,free,,,,FALSE,[60 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Downtown breakfast-and-lunch cafe that stays open Friday evening for a fish fry.],FALSE
Shorthorns Bar & Grill,bar,127 W Wisconsin Ave,Tomahawk,715-453-2797,,walleye,10,20,,Fri 9AM-11PM,FALSE,FALSE,free,,,,FALSE,"A Main Street fixture since 1998 - walleye and hand-breaded fish sandwiches. [45 mi from Wausau] [Main Street Tomahawk bar and grill established 1998. Fish fry a standout, walleye and hand-breaded fish sandwiches. Detail sourced from restaurantji.com/wi/tomahawk/shorthorns-bar-and-grill-.]",TRUE
Speakeasy Saloon II,bar,W7652 US Highway 10,Neillsville,715-937-5379,,walleye,10,20,,Fri 3PM-12AM,FALSE,FALSE,free,,,,FALSE,"[64 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call] [Menu carries a 'Swimming with the Fish' section - hand-dipped 2 or 3 piece fish dinners plus walleye - and reviews mention grilled fish on Fridays, but no dedicated Friday fry advertised.]",FALSE
Stars & Stripes Pub & Grub,bar,N11497 Short Rd,Tomahawk,715-453-6271,,cod,10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,Nokomis-trail stop - Friday fry plus broasted chicken and pizza. [50 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Nokomis-area ATV/UTV club sponsor. Friday fry plus broasted chicken and pizza. N-prefix fire number places it in Lincoln County.],TRUE
Strike Time Restaurant & Lanes,restaurant,11 S Grand Ave,Neillsville,715-743-6600,,cod,10,20,,Fri 4PM-11PM,FALSE,FALSE,free,,,,FALSE,"[60 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Bowling center with a full kitchen. Fish fry surfaces in review snippets but no source states it directly. Bowling centers are a reliable category, so worth the call.]",FALSE
SunUp Saloon,bar,205 N Washington St,Thorp,715-669-5484,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[58 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Downtown Thorp saloon, confirmed open in the county EDC 2026 directory. Fry claim rests only on the crowdsourced guide.]",FALSE
Sure-Wood Forest Bar & Grill,bar,W4276 Sandy Ln,Tomahawk,715-453-8844,,cod,10,20,,Fri 4PM-2:30AM,FALSE,FALSE,free,,,,FALSE,"Near Lake Alice, especially known for its Friday night fry. [41 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Near Lake Alice, especially known for its Friday night fish fry. Owner is treasurer of the Lincoln County Tavern League chapter, which confirms the county.]",TRUE
The Beacon,restaurant,N1297 Fairview Rd,Merrill,715-536-4232,,cod,10,20,,Fri 10:30AM-10:30PM,FALSE,FALSE,free,,,,FALSE,"Family-owned rural Merrill bar and restaurant; the fry comes with well-loved German potato salad. [19 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Rural Merrill on Fairview Road. Historic family-owned bar, restaurant and discount liquor store. Friday fry praised alongside German potato salad.]",TRUE
The Buck N' Doe Bar and Grill,bar,W2965 US Highway 10,Granton,715-238-7329,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[54 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Current operator at the address the crowdsourced guide also lists as 'Polzin's Pub N Grub' - same phone, so that entry is stale. Tavern League member. No fry source.]",FALSE
The Corner Bar,bar,W10430 County Rd M,Shawano,715-526-2994,,cod,10,20,,Fri 11AM-8:30PM,FALSE,FALSE,free,,,,FALSE,[58 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Known locally as 'John's Corner Bar'. Strong local reputation for Friday fish fry and prime rib. Open Thu-Sat only.],FALSE
"The Garage Motel, Bar and Grill",bar,W9095 US Hwy 8 Business,Tomahawk,715-966-0383,,cod,10,20,,Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,Cajun fish is the signature - and there's a motel attached if the evening runs long. [46 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [Bar and grill with attached motel. Friday fry called out repeatedly in reviews; Cajun fish is the signature. Closed Mon and Wed. NAME COLLISION: the guide already has a 'Garage' in Wausau - keep the full name.],TRUE
The Launching Pad,bar,221 Airport Rd,Shawano,715-524-4098,,"perch, walleye, cod",10,20,,Fri 11AM-9PM,FALSE,FALSE,free,,,,FALSE,[59 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [Hand-breaded walleye and perch plus cod dinners; 'Poorman's Lobster' also offered. Closed Sundays.],FALSE
The Lumberyard Bar and Grill,bar,815 North St,Bonduel,715-853-7077,https://www.lumberyardbarandgrillbonduel.com/,"perch, walleye, bluegill",10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"[72 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [Pan-fried walleye, cornmeal-breaded bluegill, perch and poor man's lobster. Family-friendly with pool, darts, volleyball, arcade.]",FALSE
The New Hilltop Bar & Grill,bar,W2860 US Highway 10,Granton,715-238-7852,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[54 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Appears variously as Hilltop Tavern, Hilltop Bar & Grill of Granton and Tommy's Hilltop; the county EDC 2026 directory calls it The New Hilltop Bar. Friday fry repeatedly praised.]",FALSE
The Office Bar & Grill,bar,219 Maple St,Granton,715-238-2030,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,[56 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Formerly Boone's Bar & Grill / The Hitchin Rail / Call of the Wild. On the crowdsourced guide only. NAME COLLISION: not the same as The Office Bar in Schofield.],FALSE
The Shal Bar & Grill,bar,W5714 Lake Dr,Shawano,715-524-4890,https://www.shawanolake.com/dining,walleye,10,20,,Fri from 4PM,FALSE,FALSE,free,,,,FALSE,[65 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call] [Clubhouse bar/grill at Shawano Lake Golf Course. 'Friday Night Fish Specials' featuring pan-fried walleye.],FALSE
The Wildcat Supper Club,supper_club,W8270 County Road B,Neillsville,715-743-2762,,cod,10,20,,Fri 4PM-8PM,FALSE,FALSE,free,,,,FALSE,"[64 mi from Wausau; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Formerly Wildcat Inn. Family-owned, meats smoked in-house. 'Friday Night Fish Fry' named across Travel Wisconsin, Yelp and Tripadvisor.]",FALSE
Thorpedo Family Restaurant,restaurant,102 W Hill St,Thorp,715-669-5515,,"walleye, cod, haddock",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[58 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call] [Family restaurant on Hwy 73/Hill St. Friday fry described as cod, walleye and haddock. In the county EDC 2026 directory as Thorpedo Restaurant.]",FALSE
Tiger Creek Bar and Grill,bar,303 Cedar St,Tigerton,,https://www.facebook.com/p/Tiger-Creek-Bar-and-Grill-100092263186825/,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[34 mi from Wausau; FISH FRY NOT CONFIRMED - call first; FISH SPECIES UNVERIFIED - defaulted to cod] [Fish fry on an aggregator menu but no primary source. Close to Wausau, so a cheap confirmation call.]",FALSE
Time Flies Bar & Grill,bar,N14395 County Road E,Curtiss,715-223-6677,,cod,10,20,,Fri 3PM-11PM,FALSE,FALSE,free,,,,FALSE,"An easy Hwy 29 run west - the closest Clark County fry to Wausau. [33 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [CLOSEST CONFIRMED CLARK COUNTY FRY TO WAUSAU - easy Hwy 29 run. Friday fish fry specials named in listings. Supersedes the crowdsourced guide's 'Wild Life Bar & Grill' at N14375 County Rd E, which appears to be its predecessor.]",TRUE
Troy & Jenn's Hacienda,bar,W10011 E Burma Ave,Owen,715-678-2583,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[51 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Rural bar outside Owen, confirmed open in the county EDC 2026 directory. Fry claim rests only on the crowdsourced guide.]",FALSE
Washington Inn & Supper Club,supper_club,101 S Warrington St,Cecil,715-745-2900,,"perch, walleye, haddock",10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[68 mi from Wausau; NEEDS HOURS before activating; OUTSIDE THE 45-MILE RADIUS - editorial call] [Classic supper club overlooking Shawano Lake, open 7 nights. Friday fry: perch, walleye or haddock with potato, rye bread, soup and salad bar.]",FALSE
Winding Trail Grill & Bar,bar,N10002 County Rd B,Tomahawk,715-453-2337,https://www.windingtrailbar.com/grill/,cod,10,20,"Rye bread, coleslaw",Fri 11AM-12AM,FALSE,FALSE,free,,,,FALSE,ATV and snowmobile trailside east of Tomahawk. [42 mi from Wausau; FISH SPECIES UNVERIFIED - defaulted to cod] [ATV/snowmobile trailside east of Tomahawk toward Harrison/Bloomville. Friday fish fry listed among daily specials. Detail sourced from windingtrailbar.com/grill.],TRUE
Woodland Tap Room,bar,207 N Central Ave,Owen,715-229-0033,,cod,10,20,,Fri (call to confirm),FALSE,FALSE,free,,,,FALSE,"[49 mi from Wausau; FISH FRY NOT CONFIRMED - call first; OUTSIDE THE 45-MILE RADIUS - editorial call; FISH SPECIES UNVERIFIED - defaulted to cod] [Prohibition-era lower-level tavern in the restored Woodland Hotel. Yelp files it under Fish & Chips and it appears on the Clark guide, but no venue source confirms a Friday fry.]",FALSE
WT Silverado,bar,705 N 4th St,Tomahawk,715-453-5161,,"perch, walleye",10,20,,Fri 11AM-2AM,FALSE,FALSE,free,,,,FALSE,"In the heart of Tomahawk; regulars call the Friday fry the best in town. [45 mi from Wausau] [Bar and grill in the heart of Tomahawk, especially known for its Friday night fish fry. Detail sourced from wiscobars.com/bars/tomahawk/wt-silverado.]",TRUE
"Z's Fork Horners Restaurant, Bar & Grill",restaurant,N4297 County Rd X,Gleason,715-873-4538,https://www.forkhorners.com/,"perch, walleye, bluegill, cod, shrimp",10,20,,Fri 11AM-10PM,FALSE,FALSE,free,,,,FALSE,"The widest lineup in Lincoln County - cod, bluegill, perch, walleye and shrimp. [31 mi from Wausau] [WIDEST CONFIRMED SPECIES LIST IN THE COUNTY - own site lists cod, bluegill, perch, walleye and shrimp. Open 7 days at 11AM. Strong candidate, well inside the 45-mile line.]",TRUE
